Tick, Second, Min, Hour, Day, Month, Year, LP_token1, LP_token0, Trader_token1, Trader_token0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999044318.33, 999999999601.667, 5499999999668185.0, 5000000000000158.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999044318.33, 999999999601.667, 5499999999715028.0, 5000000000000135.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999044318.33, 999999999601.667, 5499999999726526.0, 5000000000000129.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999044318.33, 999999999601.667, 5499999999754124.0, 5000000000000115.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999044318.33, 999999999601.667, 5499999999794956.0, 5000000000000095.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999044318.33, 999999999601.667, 5499999999838662.0, 5000000000000073.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999029700.78, 999999999594.2638, 5499999999881278.0, 5000000000000052.0
3, 259200.0, 4320.0, 72.0, 3.0, 0.1, 0.00821917808219178, 109999999011925.25, 999999999591.096, 5499999999853191.0, 5000000000000065.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 109999999011925.25, 999999999591.096, 5499999999814947.0, 5000000000000084.0
1, 86400.0, 1440.0, 24.0, 1.0, 0.03333333333333333, 0.0027397260273972603, 109999999004964.33, 999999999589.3386, 5499999999835536.0, 5000000000000074.0
2, 172800.0, 2880.0, 48.0, 2.0, 0.06666666666666667, 0.005479452054794521, 109999999004964.33, 999999999589.3386, 5499999999850673.0, 5000000000000067.0
